"id","label","CoSize","RiskLevel","TSLNo","outcome"
"136","T",NA,"safe",NA,NA
"137","T",NA,"safe",NA,NA
"138","T",NA,"safe",NA,NA
"139","T",NA,"safe",NA,NA
"140","T",NA,"safe",NA,NA
"141","T",NA,"safe",NA,NA
"142","T",NA,"safe",NA,NA
"143","T",NA,"safe",NA,NA
"144","T",NA,"safe",NA,NA
"145","T",NA,"med",NA,NA
"146","T",NA,"med",NA,NA
"147","T",NA,"med",NA,NA
"148","T",NA,"med",NA,NA
"149","T",NA,"med",NA,NA
"150","T",NA,"med",NA,NA
"151","T",NA,"med",NA,NA
"152","T",NA,"med",NA,NA
"153","T",NA,"med",NA,NA
"154","T",NA,"med",NA,NA
"155","T",NA,"safe",NA,NA
"156","T",NA,"safe",NA,NA
"157","T",NA,"safe",NA,NA
"158","T",NA,"safe",NA,NA
"159","T",NA,"med",NA,NA
"160","T",NA,"med",NA,NA
"161","T",NA,"med",NA,NA
"162","T",NA,"med",NA,NA
"163","T",NA,"med",NA,NA
"164","T",NA,"med",NA,NA
"165","T",NA,"med",NA,NA
"166","T",NA,"med",NA,NA
"167","T",NA,"med",NA,NA
"168","T",NA,"med",NA,NA
"169","T",NA,"safe",NA,NA
"170","T",NA,"safe",NA,NA
"171","T",NA,"safe",NA,NA
"172","T",NA,"safe",NA,NA
"173","T",NA,"safe",NA,NA
"174","T",NA,"safe",NA,NA
"175","T",NA,"safe",NA,NA
"176","T",NA,"safe",NA,NA
"177","T",NA,"safe",NA,NA
"178","T",NA,"safe",NA,NA
"179","T",NA,"safe",NA,NA
"180","T",NA,"safe",NA,NA
"181","T",NA,"safe",NA,NA
"182","T",NA,"safe",NA,NA
"183","T",NA,"safe",NA,NA
"184","T",NA,"safe",NA,NA
"185","T",NA,"safe",NA,NA
"186","T",NA,"safe",NA,NA
"187","T",NA,"med",NA,NA
"188","T",NA,"med",NA,NA
"189","T",NA,"med",NA,NA
"190","T",NA,"med",NA,NA
"191","T",NA,"med",NA,NA
"192","T",NA,"med",NA,NA
"193","T",NA,"med",NA,NA
"194","T",NA,"safe",NA,NA
"195","T",NA,"safe",NA,NA
"196","T",NA,"safe",NA,NA
"197","T",NA,"safe",NA,NA
"198","T",NA,"safe",NA,NA
"199","T",NA,"safe",NA,NA
"200","T",NA,"safe",NA,NA
"201","T",NA,"safe",NA,NA
"202","T",NA,"safe",NA,NA
"203","T",NA,"safe",NA,NA
"204","T",NA,"safe",NA,NA
"205","T",NA,"safe",NA,NA
"206","T",NA,"safe",NA,NA
"207","T",NA,"safe",NA,NA
"208","T",NA,"safe",NA,NA
"209","T",NA,"safe",NA,NA
"210","T",NA,"safe",NA,NA
"211","T",NA,"safe",NA,NA
"212","T",NA,"safe",NA,NA
"213","T",NA,"safe",NA,NA
"214","T",NA,"safe",NA,NA
"215","T",NA,"safe",NA,NA
"216","T",NA,"safe",NA,NA
"217","T",NA,"safe",NA,NA
"218","T",NA,"safe",NA,NA
"219","T",NA,"safe",NA,NA
"220","T",NA,"safe",NA,NA
"221","T",NA,"safe",NA,NA
"222","T",NA,"safe",NA,NA
"223","T",NA,"safe",NA,NA
"224","T",NA,"med",NA,NA
"225","T",NA,"med",NA,NA
"226","T",NA,"med",NA,NA
"227","T",NA,"med",NA,NA
"228","T",NA,"med",NA,NA
"229","T",NA,"med",NA,NA
"230","T",NA,"med",NA,NA
"231","T",NA,"med",NA,NA
"232","T",NA,"med",NA,NA
"233","T",NA,"med",NA,NA
"234","T",NA,"med",NA,NA
"235","T",NA,"med",NA,NA
"236","T",NA,"med",NA,NA
"237","T",NA,"med",NA,NA
"238","T",NA,"safe",NA,NA
"239","T",NA,"safe",NA,NA
"240","T",NA,"safe",NA,NA
"241","T",NA,"safe",NA,NA
"242","T",NA,"safe",NA,NA
"243","T",NA,"safe",NA,NA
"244","T",NA,"safe",NA,NA
"245","T",NA,"safe",NA,NA
"246","T",NA,"safe",NA,NA
"247","T",NA,"safe",NA,NA
"248","T",NA,"safe",NA,NA
"249","T",NA,"safe",NA,NA
"250","T",NA,"safe",NA,NA
"251","D",NA,"med",NA,NA
"252","D",NA,"med",NA,NA
"253","D",NA,"med",NA,NA
"254","D",NA,"med",NA,NA
"255","D",NA,"med",NA,NA
"256","D",NA,"med",NA,NA
"257","D",NA,"med",NA,NA
"258","D",NA,"med",NA,NA
"259","D",NA,"med",NA,NA
"260","D",NA,"med",NA,NA
"261","D",NA,"med",NA,NA
"262","D",NA,"med",NA,NA
"263","D",NA,"med",NA,NA
"264","D",NA,"med",NA,NA
"265","D",NA,"med",NA,NA
"266","D",NA,"med",NA,NA
"267","D",NA,"med",NA,NA
"268","D",NA,"med",NA,NA
"269","D",NA,"med",NA,NA
"270","D",NA,"med",NA,NA
"271","D",NA,"med",NA,NA
"272","D",NA,"med",NA,NA
"273","D",NA,"med",NA,NA
"274","D",NA,"med",NA,NA
"275","D",NA,"med",NA,NA
"276","D",NA,"med",NA,NA
"277","D",NA,"med",NA,NA
"278","D",NA,"med",NA,NA
"279","D",NA,"med",NA,NA
"280","D",NA,"med",NA,NA
"281","D",NA,"med",NA,NA
"282","D",NA,"med",NA,NA
"283","D",NA,"med",NA,NA
"284","D",NA,"med",NA,NA
"285","D",NA,"med",NA,NA
"286","D",NA,"med",NA,NA
"287","D",NA,"med",NA,NA
"288","D",NA,"med",NA,NA
"289","D",NA,"med",NA,NA
"290","D",NA,"med",NA,NA
"291","D",NA,"med",NA,NA
"292","D",NA,"med",NA,NA
"293","D",NA,"med",NA,NA
"294","D",NA,"med",NA,NA
"295","D",NA,"med",NA,NA
"296","D",NA,"med",NA,NA
"297","D",NA,"med",NA,NA
"298","D",NA,"med",NA,NA
"299","D",NA,"med",NA,NA
"300","D",NA,"med",NA,NA
"301","D",NA,"med",NA,NA
"302","D",NA,"med",NA,NA
"303","D",NA,"med",NA,NA
"304","D",NA,"med",NA,NA
"305","D",NA,"med",NA,NA
"306","D",NA,"med",NA,NA
"307","D",NA,"med",NA,NA
"308","D",NA,"med",NA,NA
"309","D",NA,"med",NA,NA
"310","D",NA,"med",NA,NA
"311","D",NA,"med",NA,NA
"312","D",NA,"med",NA,NA
"313","D",NA,"med",NA,NA
"314","D",NA,"med",NA,NA
"315","D",NA,"med",NA,NA
"316","D",NA,"med",NA,NA
"317","D",NA,"med",NA,NA
"318","D",NA,"med",NA,NA
"319","D",NA,"med",NA,NA
"320","D",NA,"med",NA,NA
"321","D",NA,"med",NA,NA
"322","D",NA,"med",NA,NA
"323","D",NA,"med",NA,NA
"324","D",NA,"med",NA,NA
"325","D",NA,"med",NA,NA
"326","D",NA,"med",NA,NA
"327","D",NA,"med",NA,NA
"328","D",NA,"med",NA,NA
"329","D",NA,"med",NA,NA
"330","D",NA,"med",NA,NA
"331","D",NA,"med",NA,NA
"332","D",NA,"med",NA,NA
"333","D",NA,"med",NA,NA
"334","D",NA,"med",NA,NA
"335","D",NA,"med",NA,NA
"336","D",NA,"med",NA,NA
"337","D",NA,"med",NA,NA
"338","D",NA,"med",NA,NA
"339","D",NA,"med",NA,NA
"340","D",NA,"med",NA,NA
"341","D",NA,"med",NA,NA
"342","D",NA,"med",NA,NA
"343","D",NA,"med",NA,NA
"344","D",NA,"med",NA,NA
"345","D",NA,"med",NA,NA
"346","D",NA,"med",NA,NA
"347","D",NA,"med",NA,NA
"348","D",NA,"med",NA,NA
"349","D",NA,"med",NA,NA
"350","D",NA,"med",NA,NA
"351","D",NA,"med",NA,NA
"352","D",NA,"med",NA,NA
"353","D",NA,"med",NA,NA
"354","D",NA,"med",NA,NA
"355","D",NA,"med",NA,NA
"356","D",NA,"med",NA,NA
"357","D",NA,"med",NA,NA
"358","D",NA,"med",NA,NA
"359","D",NA,"med",NA,NA
"360","D",NA,"med",NA,NA
"361","D",NA,"med",NA,NA
"362","D",NA,"med",NA,NA
"363","D",NA,"med",NA,NA
"364","D",NA,"med",NA,NA
"365","D",NA,"med",NA,NA
"366","D",NA,"med",NA,NA
"367","D",NA,"med",NA,NA
"368","D",NA,"med",NA,NA
"369","D",NA,"med",NA,NA
"370","D",NA,"med",NA,NA
"371","D",NA,"med",NA,NA
"372","D",NA,"med",NA,NA
"373","D",NA,"med",NA,NA
"374","D",NA,"med",NA,NA
"375","D",NA,"med",NA,NA
"376","D",NA,"med",NA,NA
"377","D",NA,"med",NA,NA
"378","D",NA,"med",NA,NA
"379","D",NA,"med",NA,NA
"380","D",NA,"med",NA,NA
"381","D",NA,"med",NA,NA
"382","D",NA,"med",NA,NA
"383","D",NA,"med",NA,NA
"384","D",NA,"med",NA,NA
"385","D",NA,"med",NA,NA
"386","D",NA,"med",NA,NA
"387","D",NA,"med",NA,NA
"388","D",NA,"med",NA,NA
"389","D",NA,"med",NA,NA
"390","D",NA,"med",NA,NA
"391","D",NA,"med",NA,NA
"392","D",NA,"med",NA,NA
"393","D",NA,"med",NA,NA
"394","D",NA,"med",NA,NA
"395","D",NA,"med",NA,NA
"396","D",NA,"med",NA,NA
"397","D",NA,"med",NA,NA
"398","D",NA,"med",NA,NA
"399","D",NA,"med",NA,NA
"400","D",NA,"med",NA,NA
"401","D",NA,"med",NA,NA
"402","D",NA,"med",NA,NA
"403","D",NA,"med",NA,NA
"404","D",NA,"med",NA,NA
"405","D",NA,"med",NA,NA
"406","D",NA,"med",NA,NA
"407","D",NA,"med",NA,NA
"408","D",NA,"med",NA,NA
"409","D",NA,"med",NA,NA
"410","D",NA,"med",NA,NA
"411","D",NA,"med",NA,NA
"412","D",NA,"med",NA,NA
"413","D",NA,"med",NA,NA
"414","D",NA,"med",NA,NA
"415","D",NA,"med",NA,NA
"416","D",NA,"med",NA,NA
"417","D",NA,"med",NA,NA
"418","D",NA,"med",NA,NA
"419","D",NA,"med",NA,NA
"420","D",NA,"med",NA,NA
"421","D",NA,"med",NA,NA
"422","D",NA,"med",NA,NA
"423","D",NA,"med",NA,NA
"424","D",NA,"med",NA,NA
"425","D",NA,"med",NA,NA
"426","D",NA,"med",NA,NA
"427","D",NA,"med",NA,NA
"428","D",NA,"med",NA,NA
"429","D",NA,"med",NA,NA
"430","D",NA,"med",NA,NA
"431","D",NA,"med",NA,NA
"432","D",NA,"med",NA,NA
"433","D",NA,"med",NA,NA
"434","D",NA,"med",NA,NA
"435","D",NA,"med",NA,NA
"436","D",NA,"med",NA,NA
"437","D",NA,"med",NA,NA
"438","D",NA,"med",NA,NA
"439","D",NA,"med",NA,NA
"440","D",NA,"med",NA,NA
"441","D",NA,"med",NA,NA
"442","D",NA,"med",NA,NA
"443","D",NA,"med",NA,NA
"444","D",NA,"med",NA,NA
"445","D",NA,"med",NA,NA
"446","D",NA,"med",NA,NA
"447","D",NA,"med",NA,NA
"448","D",NA,"med",NA,NA
"449","D",NA,"med",NA,NA
"450","D",NA,"med",NA,NA
"451","D",NA,"med",NA,NA
"452","D",NA,"med",NA,NA
"453","D",NA,"med",NA,NA
"454","D",NA,"med",NA,NA
"455","D",NA,"med",NA,NA
"456","D",NA,"med",NA,NA
"457","D",NA,"med",NA,NA
"458","D",NA,"med",NA,NA
"459","D",NA,"med",NA,NA
"460","D",NA,"med",NA,NA
"461","D",NA,"med",NA,NA
"462","D",NA,"med",NA,NA
"463","D",NA,"med",NA,NA
"464","D",NA,"med",NA,NA
"465","D",NA,"med",NA,NA
"466","D",NA,"med",NA,NA
"467","D",NA,"med",NA,NA
"468","D",NA,"med",NA,NA
"469","D",NA,"med",NA,NA
"470","D",NA,"med",NA,NA
"471","D",NA,"med",NA,NA
"472","D",NA,"med",NA,NA
"473","D",NA,"med",NA,NA
"474","D",NA,"med",NA,NA
"475","D",NA,"med",NA,NA
"476","D",NA,"med",NA,NA
"477","D",NA,"med",NA,NA
"478","D",NA,"med",NA,NA
"479","D",NA,"med",NA,NA
"480","D",NA,"med",NA,NA
"481","D",NA,"med",NA,NA
"482","D",NA,"med",NA,NA
"483","D",NA,"med",NA,NA
"484","D",NA,"med",NA,NA
"485","D",NA,"med",NA,NA
"486","D",NA,"med",NA,NA
"487","D",NA,"med",NA,NA
"488","D",NA,"med",NA,NA
"489","D",NA,"med",NA,NA
"490","D",NA,"med",NA,NA
"491","D",NA,"med",NA,NA
"492","D",NA,"med",NA,NA
"493","D",NA,"med",NA,NA
"494","D",NA,"med",NA,NA
"495","D",NA,"med",NA,NA
"496","D",NA,"med",NA,NA
"497","D",NA,"med",NA,NA
"498","D",NA,"med",NA,NA
"499","D",NA,"med",NA,NA
"500","D",NA,"med",NA,NA
"501","L",NA,NA,NA,NA
"502","L",NA,NA,NA,NA
"503","L",NA,NA,NA,NA
"504","L",NA,NA,NA,NA
"505","T",NA,"safe",NA,NA
"506","T",NA,"safe",NA,NA
"507","T",NA,"safe",NA,NA
"508","T",NA,"med",NA,NA
"509","T",NA,"risky",NA,NA
"510","T",NA,"safe",NA,NA
"511","T",NA,"safe",NA,NA
"512","T",NA,"safe",NA,NA
"513","T",NA,"med",NA,NA
"514","T",NA,"risky",NA,NA
"515","T",NA,"safe",NA,NA
"516","T",NA,"safe",NA,NA
"517","T",NA,"safe",NA,NA
"518","T",NA,"med",NA,NA
"519","T",NA,"risky",NA,NA
"520","T",NA,"safe",NA,NA
"521","T",NA,"safe",NA,NA
"522","T",NA,"safe",NA,NA
"523","T",NA,"med",NA,NA
"524","T",NA,"risky",NA,NA
"525","LC",NA,NA,NA,NA
"526","LC",NA,NA,NA,NA
"527","LC",NA,NA,NA,NA
"528","LC",NA,NA,NA,NA
"529","LC",NA,NA,NA,NA
"530","LC",NA,NA,NA,NA
"531","LC",NA,NA,NA,NA
"532","LC",NA,NA,NA,NA
"533","LC",NA,NA,NA,NA
"534","LC",NA,NA,NA,NA
"535","LC",NA,NA,NA,NA
"536","LC",NA,NA,NA,NA
"537","LC",NA,NA,NA,NA
"538","LC",NA,NA,NA,NA
"539","LC",NA,NA,NA,NA
"540","LC",NA,NA,NA,NA
"541","LC",NA,NA,NA,NA
"542","LC",NA,NA,NA,NA
"543","LC",NA,NA,NA,NA
"544","LC",NA,NA,NA,NA
"545","H",NA,NA,NA,NA
"546","H",NA,NA,NA,NA
"547","H",NA,NA,NA,NA
"548","H",NA,NA,NA,NA
"549","H",NA,NA,NA,NA
"550","H",NA,NA,NA,NA
"551","H",NA,NA,NA,NA
"552","H",NA,NA,NA,NA
"553","H",NA,NA,NA,NA
"554","H",NA,NA,NA,NA
"555","H",NA,NA,NA,NA
"556","H",NA,NA,NA,NA
"557","H",NA,NA,NA,NA
"558","H",NA,NA,NA,NA
"559","H",NA,NA,NA,NA
"560","H",NA,NA,NA,NA
"561","H",NA,NA,NA,NA
"562","H",NA,NA,NA,NA
"563","H",NA,NA,NA,NA
"564","H",NA,NA,NA,NA
"565","H",NA,NA,NA,NA
"566","H",NA,NA,NA,NA
"567","H",NA,NA,NA,NA
"568","H",NA,NA,NA,NA
"569","H",NA,NA,NA,NA
"570","H",NA,NA,NA,NA
"571","H",NA,NA,NA,NA
"572","H",NA,NA,NA,NA
"573","H",NA,NA,NA,NA
"574","H",NA,NA,NA,NA
"575","H",NA,NA,NA,NA
"576","H",NA,NA,NA,NA
"577","H",NA,NA,NA,NA
"578","H",NA,NA,NA,NA
"579","H",NA,NA,NA,NA
"580","H",NA,NA,NA,NA
"581","H",NA,NA,NA,NA
"582","H",NA,NA,NA,NA
"583","H",NA,NA,NA,NA
"584","H",NA,NA,NA,NA
"585","H",NA,NA,NA,NA
"586","H",NA,NA,NA,NA
"587","H",NA,NA,NA,NA
"588","H",NA,NA,NA,NA
"589","H",NA,NA,NA,NA
"590","H",NA,NA,NA,NA
"591","H",NA,NA,NA,NA
"592","H",NA,NA,NA,NA
"593","H",NA,NA,NA,NA
"594","H",NA,NA,NA,NA
"595","H",NA,NA,NA,NA
"596","H",NA,NA,NA,NA
"597","H",NA,NA,NA,NA
"598","H",NA,NA,NA,NA
"599","H",NA,NA,NA,NA
"600","H",NA,NA,NA,NA
"601","H",NA,NA,NA,NA
"602","H",NA,NA,NA,NA
"603","H",NA,NA,NA,NA
"604","H",NA,NA,NA,NA
"605","H",NA,NA,NA,NA
"606","H",NA,NA,NA,NA
"607","H",NA,NA,NA,NA
"608","H",NA,NA,NA,NA
"609","H",NA,NA,NA,NA
"610","H",NA,NA,NA,NA
"611","H",NA,NA,NA,NA
"612","H",NA,NA,NA,NA
"613","H",NA,NA,NA,NA
"614","H",NA,NA,NA,NA
"615","H",NA,NA,NA,NA
"616","H",NA,NA,NA,NA
"617","H",NA,NA,NA,NA
"618","H",NA,NA,NA,NA
"619","H",NA,NA,NA,NA
"620","H",NA,NA,NA,NA
"621","H",NA,NA,NA,NA
"622","H",NA,NA,NA,NA
"623","H",NA,NA,NA,NA
"624","H",NA,NA,NA,NA
"625","H",NA,NA,NA,NA
"626","H",NA,NA,NA,NA
"627","H",NA,NA,NA,NA
"628","H",NA,NA,NA,NA
"629","H",NA,NA,NA,NA
"630","H",NA,NA,NA,NA
"631","H",NA,NA,NA,NA
"632","H",NA,NA,NA,NA
"633","H",NA,NA,NA,NA
"634","H",NA,NA,NA,NA
"635","H",NA,NA,NA,NA
"636","H",NA,NA,NA,NA
"637","H",NA,NA,NA,NA
"638","H",NA,NA,NA,NA
"639","H",NA,NA,NA,NA
"640","H",NA,NA,NA,NA
"641","H",NA,NA,NA,NA
"642","H",NA,NA,NA,NA
"643","H",NA,NA,NA,NA
"644","H",NA,NA,NA,NA
"645","H",NA,NA,NA,NA
"646","H",NA,NA,NA,NA
"647","H",NA,NA,NA,NA
"648","H",NA,NA,NA,NA
"649","H",NA,NA,NA,NA
"650","H",NA,NA,NA,NA
"651","H",NA,NA,NA,NA
"652","H",NA,NA,NA,NA
"653","H",NA,NA,NA,NA
"654","H",NA,NA,NA,NA
"655","H",NA,NA,NA,NA
"656","H",NA,NA,NA,NA
"657","H",NA,NA,NA,NA
"658","H",NA,NA,NA,NA
"659","H",NA,NA,NA,NA
"660","H",NA,NA,NA,NA
"661","H",NA,NA,NA,NA
"662","H",NA,NA,NA,NA
"663","H",NA,NA,NA,NA
"664","H",NA,NA,NA,NA
"665","H",NA,NA,NA,NA
"666","H",NA,NA,NA,NA
"667","H",NA,NA,NA,NA
"668","H",NA,NA,NA,NA
"669","H",NA,NA,NA,NA
"670","H",NA,NA,NA,NA
"671","H",NA,NA,NA,NA
"672","H",NA,NA,NA,NA
"673","H",NA,NA,NA,NA
"674","H",NA,NA,NA,NA
"675","H",NA,NA,NA,NA
"676","H",NA,NA,NA,NA
"677","H",NA,NA,NA,NA
"678","H",NA,NA,NA,NA
"679","H",NA,NA,NA,NA
"680","H",NA,NA,NA,NA
"681","H",NA,NA,NA,NA
"682","H",NA,NA,NA,NA
"683","H",NA,NA,NA,NA
"684","H",NA,NA,NA,NA
"685","H",NA,NA,NA,NA
"686","H",NA,NA,NA,NA
"687","H",NA,NA,NA,NA
"688","H",NA,NA,NA,NA
"689","H",NA,NA,NA,NA
"690","H",NA,NA,NA,NA
"691","H",NA,NA,NA,NA
"692","H",NA,NA,NA,NA
"693","H",NA,NA,NA,NA
"694","H",NA,NA,NA,NA
"695","H",NA,NA,NA,NA
"696","H",NA,NA,NA,NA
"697","H",NA,NA,NA,NA
"698","H",NA,NA,NA,NA
"699","H",NA,NA,NA,NA
"700","H",NA,NA,NA,NA
"701","H",NA,NA,NA,NA
"702","H",NA,NA,NA,NA
"703","H",NA,NA,NA,NA
"704","H",NA,NA,NA,NA
"705","H",NA,NA,NA,NA
"706","H",NA,NA,NA,NA
"707","H",NA,NA,NA,NA
"708","H",NA,NA,NA,NA
"709","H",NA,NA,NA,NA
"710","H",NA,NA,NA,NA
"711","H",NA,NA,NA,NA
"712","H",NA,NA,NA,NA
"713","H",NA,NA,NA,NA
"714","H",NA,NA,NA,NA
"715","H",NA,NA,NA,NA
"716","H",NA,NA,NA,NA
"717","H",NA,NA,NA,NA
"718","H",NA,NA,NA,NA
"719","H",NA,NA,NA,NA
"720","H",NA,NA,NA,NA
"721","H",NA,NA,NA,NA
"722","H",NA,NA,NA,NA
"723","H",NA,NA,NA,NA
"724","H",NA,NA,NA,NA
"725","H",NA,NA,NA,NA
"726","H",NA,NA,NA,NA
"727","H",NA,NA,NA,NA
"728","H",NA,NA,NA,NA
"729","H",NA,NA,NA,NA
"730","H",NA,NA,NA,NA
"731","H",NA,NA,NA,NA
"732","H",NA,NA,NA,NA
"733","H",NA,NA,NA,NA
"734","H",NA,NA,NA,NA
"735","H",NA,NA,NA,NA
"736","H",NA,NA,NA,NA
"737","H",NA,NA,NA,NA
"738","H",NA,NA,NA,NA
"739","H",NA,NA,NA,NA
"740","H",NA,NA,NA,NA
"741","H",NA,NA,NA,NA
"742","H",NA,NA,NA,NA
"743","H",NA,NA,NA,NA
"744","H",NA,NA,NA,NA
"745","TSL",NA,NA,"13306039",NA
"746","TSL",NA,NA,"73268425",NA
"747","TSL",NA,NA,"71427569",NA
"748","TSL",NA,NA,"06592573",NA
"749","TSL",NA,NA,"01074298",NA
"750","TSL",NA,NA,"75954193",NA
"751","TSL",NA,NA,"45140215",NA
"752","TSL",NA,NA,"40974929",NA
"753","TSL",NA,NA,"43076154",NA
"754","TSL",NA,NA,"71784578",NA
"755","TSL",NA,NA,"74320310",NA
"756","TSL",NA,NA,"43331545",NA
"757","TSL",NA,NA,"70712899",NA
"758","TSL",NA,NA,"56487514",NA
"759","TSL",NA,NA,"69248697",NA
"760","TSL",NA,NA,"29489279",NA
"761","TSL",NA,NA,"72245920",NA
"762","TSL",NA,NA,"92982588",NA
"763","TSL",NA,NA,"83232001",NA
"764","TSL",NA,NA,"43346972",NA
"765","TSL",NA,NA,"52081930",NA
"766","TSL",NA,NA,"73139734",NA
"767","TSL",NA,NA,"50505629",NA
"768","TSL",NA,NA,"51376788",NA
"769","TSL",NA,NA,"21280541",NA
"770","TSL",NA,NA,"97939828",NA
"771","TSL",NA,NA,"95957197",NA
"772","TSL",NA,NA,"88013680",NA
"773","TSL",NA,NA,"53409892",NA
"774","TSL",NA,NA,"04545692",NA
"775","TSL",NA,NA,"32032463",NA
"776","TSL",NA,NA,"93496291",NA
"777","TSL",NA,NA,"64756749",NA
"778","TSL",NA,NA,"62974905",NA
"779","TSL",NA,NA,"80846187",NA
"780","TSL",NA,NA,"33495052",NA
"781","TSL",NA,NA,"58245808",NA
"782","TSL",NA,NA,"57851097",NA
"783","TSL",NA,NA,"45515981",NA
"784","TSL",NA,NA,"74106191",NA
"785","TSL",NA,NA,"26441526",NA
"786","TSL",NA,NA,"93204397",NA
"787","TSL",NA,NA,"92975216",NA
"788","TSL",NA,NA,"17254394",NA
"789","TSL",NA,NA,"90260141",NA
"790","TSL",NA,NA,"50260180",NA
"791","TSL",NA,NA,"46760216",NA
"792","TSL",NA,NA,"89218412",NA
"793","TSL",NA,NA,"56567772",NA
"794","TSL",NA,NA,"44943460",NA
"795","TSL",NA,NA,"06789598",NA
"796","TSL",NA,NA,"37379607",NA
"797","TSL",NA,NA,"31079447",NA
"798","TSL",NA,NA,"88248225",NA
"799","TSL",NA,NA,"71088522",NA
"800","TSL",NA,NA,"37400725",NA
