"from","to","type"
617,26,"123_HISTORY"
26,10,"123_HISTORY"
10,41,"123_HISTORY"
41,31,"123_HISTORY"
617,31,"123_HISTORY"
124,618,"124_HISTORY"
618,30,"124_HISTORY"
30,44,"124_HISTORY"
44,32,"124_HISTORY"
32,44,"124_HISTORY"
44,32,"124_HISTORY"
32,14,"124_HISTORY"
14,12,"124_HISTORY"
12,32,"124_HISTORY"
618,32,"124_HISTORY"
125,619,"125_HISTORY"
619,17,"125_HISTORY"
17,47,"125_HISTORY"
47,17,"125_HISTORY"
17,47,"125_HISTORY"
47,33,"125_HISTORY"
619,33,"125_HISTORY"
126,620,"126_HISTORY"
620,15,"126_HISTORY"
15,34,"126_HISTORY"
620,34,"126_HISTORY"
127,621,"127_HISTORY"
621,48,"127_HISTORY"
48,35,"127_HISTORY"
621,35,"127_HISTORY"
128,622,"128_HISTORY"
622,36,"128_HISTORY"
36,36,"128_HISTORY"
36,36,"128_HISTORY"
622,36,"128_HISTORY"
129,623,"129_HISTORY"
623,10,"129_HISTORY"
10,31,"129_HISTORY"
31,40,"129_HISTORY"
40,37,"129_HISTORY"
37,28,"129_HISTORY"
28,37,"129_HISTORY"
623,37,"129_HISTORY"
130,624,"130_HISTORY"
624,14,"130_HISTORY"
14,38,"130_HISTORY"
624,38,"130_HISTORY"
131,625,"131_HISTORY"
625,39,"131_HISTORY"
625,39,"131_HISTORY"
132,626,"132_HISTORY"
626,4,"132_HISTORY"
4,40,"132_HISTORY"
626,40,"132_HISTORY"
133,627,"133_HISTORY"
627,20,"133_HISTORY"
20,41,"133_HISTORY"
41,39,"133_HISTORY"
39,48,"133_HISTORY"
48,49,"133_HISTORY"
49,41,"133_HISTORY"
627,41,"133_HISTORY"
134,628,"134_HISTORY"
628,7,"134_HISTORY"
7,16,"134_HISTORY"
16,42,"134_HISTORY"
628,42,"134_HISTORY"
135,629,"135_HISTORY"
629,43,"135_HISTORY"
43,43,"135_HISTORY"
43,43,"135_HISTORY"
629,43,"135_HISTORY"
136,630,"136_HISTORY"
630,4,"136_HISTORY"
4,44,"136_HISTORY"
44,44,"136_HISTORY"
630,44,"136_HISTORY"
137,631,"137_HISTORY"
631,43,"137_HISTORY"
43,45,"137_HISTORY"
45,45,"137_HISTORY"
631,45,"137_HISTORY"
138,632,"138_HISTORY"
632,46,"138_HISTORY"
46,46,"138_HISTORY"
46,5,"138_HISTORY"
5,46,"138_HISTORY"
632,46,"138_HISTORY"
139,633,"139_HISTORY"
633,47,"139_HISTORY"
47,47,"139_HISTORY"
633,47,"139_HISTORY"
140,634,"140_HISTORY"
634,49,"140_HISTORY"
49,49,"140_HISTORY"
634,49,"140_HISTORY"
141,635,"141_HISTORY"
635,26,"141_HISTORY"
26,41,"141_HISTORY"
41,14,"141_HISTORY"
14,37,"141_HISTORY"
37,50,"141_HISTORY"
635,50,"141_HISTORY"
142,636,"142_HISTORY"
636,1,"142_HISTORY"
1,1,"142_HISTORY"
1,13,"142_HISTORY"
13,1,"142_HISTORY"
636,1,"142_HISTORY"
143,637,"143_HISTORY"
637,2,"143_HISTORY"
2,40,"143_HISTORY"
40,18,"143_HISTORY"
18,18,"143_HISTORY"
18,17,"143_HISTORY"
17,2,"143_HISTORY"
637,2,"143_HISTORY"
144,638,"144_HISTORY"
638,45,"144_HISTORY"
45,7,"144_HISTORY"
638,7,"144_HISTORY"
145,639,"145_HISTORY"
639,21,"145_HISTORY"
21,20,"145_HISTORY"
20,18,"145_HISTORY"
18,27,"145_HISTORY"
27,9,"145_HISTORY"
639,9,"145_HISTORY"
146,640,"146_HISTORY"
640,45,"146_HISTORY"
45,10,"146_HISTORY"
640,10,"146_HISTORY"
147,641,"147_HISTORY"
641,27,"147_HISTORY"
27,28,"147_HISTORY"
28,21,"147_HISTORY"
21,21,"147_HISTORY"
21,12,"147_HISTORY"
641,12,"147_HISTORY"
148,642,"148_HISTORY"
642,39,"148_HISTORY"
39,39,"148_HISTORY"
39,13,"148_HISTORY"
13,13,"148_HISTORY"
642,13,"148_HISTORY"
149,643,"149_HISTORY"
643,8,"149_HISTORY"
8,8,"149_HISTORY"
8,8,"149_HISTORY"
8,15,"149_HISTORY"
643,15,"149_HISTORY"
150,644,"150_HISTORY"
644,38,"150_HISTORY"
38,16,"150_HISTORY"
644,16,"150_HISTORY"
151,645,"151_HISTORY"
645,4,"151_HISTORY"
4,44,"151_HISTORY"
44,12,"151_HISTORY"
12,44,"151_HISTORY"
44,17,"151_HISTORY"
645,17,"151_HISTORY"
152,646,"152_HISTORY"
646,41,"152_HISTORY"
41,4,"152_HISTORY"
4,19,"152_HISTORY"
19,19,"152_HISTORY"
646,19,"152_HISTORY"
153,647,"153_HISTORY"
647,49,"153_HISTORY"
49,20,"153_HISTORY"
647,20,"153_HISTORY"
154,648,"154_HISTORY"
648,45,"154_HISTORY"
45,5,"154_HISTORY"
5,16,"154_HISTORY"
16,21,"154_HISTORY"
648,21,"154_HISTORY"
155,649,"155_HISTORY"
649,13,"155_HISTORY"
13,22,"155_HISTORY"
649,22,"155_HISTORY"
156,650,"156_HISTORY"
650,24,"156_HISTORY"
24,39,"156_HISTORY"
39,25,"156_HISTORY"
25,44,"156_HISTORY"
44,25,"156_HISTORY"
25,24,"156_HISTORY"
650,24,"156_HISTORY"
157,651,"157_HISTORY"
651,25,"157_HISTORY"
25,25,"157_HISTORY"
651,25,"157_HISTORY"
158,652,"158_HISTORY"
652,25,"158_HISTORY"
25,26,"158_HISTORY"
652,26,"158_HISTORY"
159,653,"159_HISTORY"
653,37,"159_HISTORY"
37,28,"159_HISTORY"
653,28,"159_HISTORY"
160,654,"160_HISTORY"
654,29,"160_HISTORY"
29,34,"160_HISTORY"
34,29,"160_HISTORY"
654,29,"160_HISTORY"
161,655,"161_HISTORY"
655,23,"161_HISTORY"
23,37,"161_HISTORY"
37,23,"161_HISTORY"
23,37,"161_HISTORY"
37,26,"161_HISTORY"
26,31,"161_HISTORY"
655,31,"161_HISTORY"
162,656,"162_HISTORY"
656,33,"162_HISTORY"
33,33,"162_HISTORY"
656,33,"162_HISTORY"
163,657,"163_HISTORY"
657,34,"163_HISTORY"
34,8,"163_HISTORY"
8,34,"163_HISTORY"
657,34,"163_HISTORY"
164,658,"164_HISTORY"
658,7,"164_HISTORY"
7,35,"164_HISTORY"
35,25,"164_HISTORY"
25,9,"164_HISTORY"
9,35,"164_HISTORY"
658,35,"164_HISTORY"
165,659,"165_HISTORY"
659,37,"165_HISTORY"
37,42,"165_HISTORY"
42,8,"165_HISTORY"
8,37,"165_HISTORY"
659,37,"165_HISTORY"
166,660,"166_HISTORY"
660,16,"166_HISTORY"
16,38,"166_HISTORY"
38,38,"166_HISTORY"
660,38,"166_HISTORY"
167,661,"167_HISTORY"
661,39,"167_HISTORY"
39,13,"167_HISTORY"
13,13,"167_HISTORY"
13,13,"167_HISTORY"
13,13,"167_HISTORY"
13,39,"167_HISTORY"
39,13,"167_HISTORY"
13,32,"167_HISTORY"
32,13,"167_HISTORY"
13,39,"167_HISTORY"
661,39,"167_HISTORY"
168,662,"168_HISTORY"
662,40,"168_HISTORY"
662,40,"168_HISTORY"
169,663,"169_HISTORY"
663,42,"169_HISTORY"
42,42,"169_HISTORY"
663,42,"169_HISTORY"
170,664,"170_HISTORY"
664,23,"170_HISTORY"
23,17,"170_HISTORY"
17,44,"170_HISTORY"
664,44,"170_HISTORY"
171,665,"171_HISTORY"
665,45,"171_HISTORY"
45,14,"171_HISTORY"
14,45,"171_HISTORY"
45,45,"171_HISTORY"
45,45,"171_HISTORY"
45,45,"171_HISTORY"
665,45,"171_HISTORY"
172,666,"172_HISTORY"
666,46,"172_HISTORY"
46,46,"172_HISTORY"
46,46,"172_HISTORY"
46,46,"172_HISTORY"
666,46,"172_HISTORY"
173,667,"173_HISTORY"
667,32,"173_HISTORY"
32,36,"173_HISTORY"
36,47,"173_HISTORY"
667,47,"173_HISTORY"
174,668,"174_HISTORY"
668,28,"174_HISTORY"
28,4,"174_HISTORY"
4,14,"174_HISTORY"
14,49,"174_HISTORY"
668,49,"174_HISTORY"
175,669,"175_HISTORY"
669,2,"175_HISTORY"
2,2,"175_HISTORY"
2,34,"175_HISTORY"
34,2,"175_HISTORY"
2,2,"175_HISTORY"
669,2,"175_HISTORY"
176,670,"176_HISTORY"
670,40,"176_HISTORY"
40,9,"176_HISTORY"
9,9,"176_HISTORY"
670,9,"176_HISTORY"
177,671,"177_HISTORY"
671,44,"177_HISTORY"
44,26,"177_HISTORY"
26,28,"177_HISTORY"
28,20,"177_HISTORY"
20,10,"177_HISTORY"
671,10,"177_HISTORY"
178,672,"178_HISTORY"
672,12,"178_HISTORY"
12,12,"178_HISTORY"
672,12,"178_HISTORY"
179,673,"179_HISTORY"
673,23,"179_HISTORY"
23,23,"179_HISTORY"
23,47,"179_HISTORY"
47,17,"179_HISTORY"
673,17,"179_HISTORY"
180,674,"180_HISTORY"
674,11,"180_HISTORY"
11,11,"180_HISTORY"
11,20,"180_HISTORY"
674,20,"180_HISTORY"
181,675,"181_HISTORY"
675,24,"181_HISTORY"
24,21,"181_HISTORY"
21,21,"181_HISTORY"
21,38,"181_HISTORY"
38,21,"181_HISTORY"
675,21,"181_HISTORY"
182,676,"182_HISTORY"
676,1,"182_HISTORY"
1,28,"182_HISTORY"
28,25,"182_HISTORY"
676,25,"182_HISTORY"
183,677,"183_HISTORY"
677,28,"183_HISTORY"
28,49,"183_HISTORY"
49,31,"183_HISTORY"
31,31,"183_HISTORY"
677,31,"183_HISTORY"
184,678,"184_HISTORY"
678,15,"184_HISTORY"
15,15,"184_HISTORY"
15,15,"184_HISTORY"
15,34,"184_HISTORY"
678,34,"184_HISTORY"
185,679,"185_HISTORY"
679,30,"185_HISTORY"
30,37,"185_HISTORY"
37,37,"185_HISTORY"
679,37,"185_HISTORY"
186,680,"186_HISTORY"
680,13,"186_HISTORY"
13,2,"186_HISTORY"
2,13,"186_HISTORY"
13,39,"186_HISTORY"
680,39,"186_HISTORY"
187,681,"187_HISTORY"
681,40,"187_HISTORY"
40,15,"187_HISTORY"
15,24,"187_HISTORY"
24,40,"187_HISTORY"
681,40,"187_HISTORY"
188,682,"188_HISTORY"
682,7,"188_HISTORY"
7,7,"188_HISTORY"
7,20,"188_HISTORY"
20,42,"188_HISTORY"
682,42,"188_HISTORY"
189,683,"189_HISTORY"
683,17,"189_HISTORY"
17,44,"189_HISTORY"
683,44,"189_HISTORY"
190,684,"190_HISTORY"
684,36,"190_HISTORY"
36,45,"190_HISTORY"
45,45,"190_HISTORY"
684,45,"190_HISTORY"
191,685,"191_HISTORY"
685,48,"191_HISTORY"
48,48,"191_HISTORY"
48,17,"191_HISTORY"
17,46,"191_HISTORY"
685,46,"191_HISTORY"
192,686,"192_HISTORY"
686,47,"192_HISTORY"
47,20,"192_HISTORY"
20,47,"192_HISTORY"
686,47,"192_HISTORY"
193,687,"193_HISTORY"
687,41,"193_HISTORY"
41,20,"193_HISTORY"
20,49,"193_HISTORY"
687,49,"193_HISTORY"
194,688,"194_HISTORY"
688,18,"194_HISTORY"
18,40,"194_HISTORY"
40,18,"194_HISTORY"
18,18,"194_HISTORY"
18,18,"194_HISTORY"
18,2,"194_HISTORY"
688,2,"194_HISTORY"
195,689,"195_HISTORY"
689,10,"195_HISTORY"
10,9,"195_HISTORY"
9,9,"195_HISTORY"
9,38,"195_HISTORY"
38,6,"195_HISTORY"
6,6,"195_HISTORY"
6,9,"195_HISTORY"
689,9,"195_HISTORY"
196,690,"196_HISTORY"
690,12,"196_HISTORY"
12,9,"196_HISTORY"
9,12,"196_HISTORY"
12,22,"196_HISTORY"
22,12,"196_HISTORY"
690,12,"196_HISTORY"
197,691,"197_HISTORY"
691,20,"197_HISTORY"
20,49,"197_HISTORY"
49,6,"197_HISTORY"
6,41,"197_HISTORY"
41,42,"197_HISTORY"
42,20,"197_HISTORY"
691,20,"197_HISTORY"
198,692,"198_HISTORY"
692,16,"198_HISTORY"
16,16,"198_HISTORY"
16,21,"198_HISTORY"
21,30,"198_HISTORY"
30,21,"198_HISTORY"
692,21,"198_HISTORY"
199,693,"199_HISTORY"
693,28,"199_HISTORY"
28,31,"199_HISTORY"
693,31,"199_HISTORY"
200,694,"200_HISTORY"
694,8,"200_HISTORY"
8,8,"200_HISTORY"
8,45,"200_HISTORY"
45,45,"200_HISTORY"
45,34,"200_HISTORY"
694,34,"200_HISTORY"
201,695,"201_HISTORY"
695,31,"201_HISTORY"
31,42,"201_HISTORY"
42,10,"201_HISTORY"
10,37,"201_HISTORY"
695,37,"201_HISTORY"
202,696,"202_HISTORY"
696,39,"202_HISTORY"
696,39,"202_HISTORY"
203,697,"203_HISTORY"
697,7,"203_HISTORY"
7,42,"203_HISTORY"
697,42,"203_HISTORY"
204,698,"204_HISTORY"
698,23,"204_HISTORY"
23,17,"204_HISTORY"
17,44,"204_HISTORY"
44,23,"204_HISTORY"
23,44,"204_HISTORY"
698,44,"204_HISTORY"
205,699,"205_HISTORY"
699,45,"205_HISTORY"
699,45,"205_HISTORY"
206,700,"206_HISTORY"
700,31,"206_HISTORY"
31,29,"206_HISTORY"
29,46,"206_HISTORY"
46,46,"206_HISTORY"
700,46,"206_HISTORY"
207,701,"207_HISTORY"
701,41,"207_HISTORY"
41,49,"207_HISTORY"
49,41,"207_HISTORY"
41,39,"207_HISTORY"
39,49,"207_HISTORY"
701,49,"207_HISTORY"
208,702,"208_HISTORY"
702,41,"208_HISTORY"
41,11,"208_HISTORY"
11,20,"208_HISTORY"
20,11,"208_HISTORY"
11,49,"208_HISTORY"
49,20,"208_HISTORY"
702,20,"208_HISTORY"
209,703,"209_HISTORY"
703,21,"209_HISTORY"
21,21,"209_HISTORY"
703,21,"209_HISTORY"
210,704,"210_HISTORY"
704,37,"210_HISTORY"
37,30,"210_HISTORY"
30,35,"210_HISTORY"
35,28,"210_HISTORY"
28,30,"210_HISTORY"
30,31,"210_HISTORY"
704,31,"210_HISTORY"
211,705,"211_HISTORY"
705,8,"211_HISTORY"
8,8,"211_HISTORY"
8,15,"211_HISTORY"
15,34,"211_HISTORY"
705,34,"211_HISTORY"
212,706,"212_HISTORY"
706,30,"212_HISTORY"
30,37,"212_HISTORY"
37,30,"212_HISTORY"
30,37,"212_HISTORY"
706,37,"212_HISTORY"
213,707,"213_HISTORY"
707,13,"213_HISTORY"
13,4,"213_HISTORY"
4,39,"213_HISTORY"
707,39,"213_HISTORY"
214,708,"214_HISTORY"
708,42,"214_HISTORY"
42,7,"214_HISTORY"
7,17,"214_HISTORY"
17,42,"214_HISTORY"
708,42,"214_HISTORY"
215,709,"215_HISTORY"
709,41,"215_HISTORY"
41,44,"215_HISTORY"
709,44,"215_HISTORY"
216,710,"216_HISTORY"
710,27,"216_HISTORY"
27,45,"216_HISTORY"
710,45,"216_HISTORY"
217,711,"217_HISTORY"
711,38,"217_HISTORY"
38,46,"217_HISTORY"
46,46,"217_HISTORY"
711,46,"217_HISTORY"
218,712,"218_HISTORY"
712,49,"218_HISTORY"
712,49,"218_HISTORY"
219,713,"219_HISTORY"
713,20,"219_HISTORY"
20,20,"219_HISTORY"
20,20,"219_HISTORY"
713,20,"219_HISTORY"
220,714,"220_HISTORY"
714,4,"220_HISTORY"
4,16,"220_HISTORY"
16,32,"220_HISTORY"
32,21,"220_HISTORY"
714,21,"220_HISTORY"
221,715,"221_HISTORY"
715,44,"221_HISTORY"
44,28,"221_HISTORY"
28,22,"221_HISTORY"
22,22,"221_HISTORY"
22,31,"221_HISTORY"
715,31,"221_HISTORY"
222,716,"222_HISTORY"
716,15,"222_HISTORY"
15,15,"222_HISTORY"
15,34,"222_HISTORY"
716,34,"222_HISTORY"
223,717,"223_HISTORY"
717,14,"223_HISTORY"
14,33,"223_HISTORY"
33,37,"223_HISTORY"
717,37,"223_HISTORY"
224,718,"224_HISTORY"
718,13,"224_HISTORY"
13,39,"224_HISTORY"
718,39,"224_HISTORY"
225,719,"225_HISTORY"
719,42,"225_HISTORY"
42,42,"225_HISTORY"
719,42,"225_HISTORY"
226,720,"226_HISTORY"
720,25,"226_HISTORY"
25,16,"226_HISTORY"
16,44,"226_HISTORY"
44,44,"226_HISTORY"
720,44,"226_HISTORY"
227,721,"227_HISTORY"
721,40,"227_HISTORY"
40,45,"227_HISTORY"
45,45,"227_HISTORY"
721,45,"227_HISTORY"
228,722,"228_HISTORY"
722,49,"228_HISTORY"
49,49,"228_HISTORY"
49,20,"228_HISTORY"
20,41,"228_HISTORY"
