"from","to","type"
702,30,"208_HISTORY"
703,26,"209_HISTORY"
703,33,"209_HISTORY"
704,33,"210_HISTORY"
704,39,"210_HISTORY"
705,19,"211_HISTORY"
705,41,"211_HISTORY"
706,43,"212_HISTORY"
706,43,"212_HISTORY"
707,32,"213_HISTORY"
707,45,"213_HISTORY"
708,25,"214_HISTORY"
708,47,"214_HISTORY"
709,44,"215_HISTORY"
709,48,"215_HISTORY"
710,24,"216_HISTORY"
710,50,"216_HISTORY"
711,25,"217_HISTORY"
711,2,"217_HISTORY"
712,16,"218_HISTORY"
712,5,"218_HISTORY"
713,11,"219_HISTORY"
713,24,"219_HISTORY"
714,30,"220_HISTORY"
714,30,"220_HISTORY"
715,1,"221_HISTORY"
715,33,"221_HISTORY"
716,26,"222_HISTORY"
716,39,"222_HISTORY"
717,47,"223_HISTORY"
717,41,"223_HISTORY"
718,43,"224_HISTORY"
718,43,"224_HISTORY"
719,5,"225_HISTORY"
719,45,"225_HISTORY"
720,25,"226_HISTORY"
720,48,"226_HISTORY"
721,48,"227_HISTORY"
721,50,"227_HISTORY"
722,23,"228_HISTORY"
722,2,"228_HISTORY"
723,20,"229_HISTORY"
723,5,"229_HISTORY"
724,26,"230_HISTORY"
724,24,"230_HISTORY"
725,6,"231_HISTORY"
725,30,"231_HISTORY"
726,23,"232_HISTORY"
726,33,"232_HISTORY"
727,15,"233_HISTORY"
727,43,"233_HISTORY"
728,22,"234_HISTORY"
728,45,"234_HISTORY"
729,50,"235_HISTORY"
729,48,"235_HISTORY"
730,38,"236_HISTORY"
730,50,"236_HISTORY"
731,25,"237_HISTORY"
731,2,"237_HISTORY"
732,26,"238_HISTORY"
732,24,"238_HISTORY"
733,43,"239_HISTORY"
733,30,"239_HISTORY"
734,44,"240_HISTORY"
734,33,"240_HISTORY"
735,30,"241_HISTORY"
735,43,"241_HISTORY"
736,45,"242_HISTORY"
736,45,"242_HISTORY"
737,44,"243_HISTORY"
737,50,"243_HISTORY"
738,2,"244_HISTORY"
738,2,"244_HISTORY"
739,22,"245_HISTORY"
739,24,"245_HISTORY"
740,6,"246_HISTORY"
740,30,"246_HISTORY"
741,14,"247_HISTORY"
741,33,"247_HISTORY"
742,43,"248_HISTORY"
742,43,"248_HISTORY"
743,19,"249_HISTORY"
743,45,"249_HISTORY"
744,50,"250_HISTORY"
744,50,"250_HISTORY"
