"id","label","CoSize","RiskLevel","TSLNo","outcome"
"1041","TSL",NA,NA,"73089999",NA
"1042","TSL",NA,NA,"90730791",NA
"1043","TSL",NA,NA,"02731921",NA
"1044","TSL",NA,NA,"22672668",NA
"1045","TSL",NA,NA,"44141942",NA
"1046","TSL",NA,NA,"24036588",NA
"1047","TSL",NA,NA,"72901234",NA
"1048","TSL",NA,NA,"84131488",NA
"1049","TSL",NA,NA,"98089067",NA
"1050","TSL",NA,NA,"66411185",NA
"1051","TSL",NA,NA,"75487748",NA
"1052","TSL",NA,NA,"53245158",NA
"1053","TSL",NA,NA,"79783753",NA
"1054","TSL",NA,NA,"14568794",NA
"1055","TSL",NA,NA,"46719505",NA
"1056","TSL",NA,NA,"92427338",NA
"1057","TSL",NA,NA,"61655414",NA
"1058","TSL",NA,NA,"33585403",NA
"1059","TSL",NA,NA,"86761226",NA
"1060","TSL",NA,NA,"10092914",NA
"1061","TSL",NA,NA,"22413062",NA
"1062","TSL",NA,NA,"81591713",NA
"1063","TSL",NA,NA,"29556416",NA
"1064","TSL",NA,NA,"47077818",NA
"1065","TSL",NA,NA,"56702624",NA
"1066","TSL",NA,NA,"11819683",NA
"1067","TSL",NA,NA,"08948990",NA
"1068","TSL",NA,NA,"93425834",NA
"1069","TSL",NA,NA,"30857596",NA
"1070","TSL",NA,NA,"76304751",NA
"1071","TSL",NA,NA,"38849055",NA
"1072","TSL",NA,NA,"07401859",NA
"1073","TSL",NA,NA,"22713853",NA
"1074","TSL",NA,NA,"45676047",NA
"1075","TSL",NA,NA,"99340315",NA
"1076","TSL",NA,NA,"68623352",NA
"1077","TSL",NA,NA,"86082891",NA
"1078","TSL",NA,NA,"94029144",NA
"1079","TSL",NA,NA,"31259778",NA
"1080","TSL",NA,NA,"59632220",NA
"1081","TSL",NA,NA,"09865840",NA
"1082","TSL",NA,NA,"68048902",NA
"1083","TSL",NA,NA,"57708459",NA
"1084","TSL",NA,NA,"85042515",NA
"1085","TSL",NA,NA,"73673165",NA
"1086","TSL",NA,NA,"42261142",NA
"1087","TSL",NA,NA,"44972622",NA
"1088","TSL",NA,NA,"67148537",NA
"1089","TSL",NA,NA,"78211174",NA
"1090","TSL",NA,NA,"18295106",NA
"1091","TSL",NA,NA,"20103741",NA
"1092","TSL",NA,NA,"71776166",NA
"1093","TSL",NA,NA,"58174839",NA
"1094","TSL",NA,NA,"13411630",NA
"1095","TSL",NA,NA,"49895482",NA
"1096","TSL",NA,NA,"68513342",NA
"1097","TSL",NA,NA,"73296066",NA
"1098","TSL",NA,NA,"72391264",NA
"1099","TSL",NA,NA,"94956842",NA
"1100","TSL",NA,NA,"68660449",NA
"1101","TSL",NA,NA,"83810095",NA
"1102","TSL",NA,NA,"42545711",NA
"1103","TSL",NA,NA,"31077328",NA
"1104","TSL",NA,NA,"79904825",NA
"1105","TSL",NA,NA,"54522514",NA
"1106","TSL",NA,NA,"86124291",NA
"1107","TSL",NA,NA,"41999055",NA
"1108","TSL",NA,NA,"34559212",NA
"1109","TSL",NA,NA,"90189595",NA
"1110","TSL",NA,NA,"57363129",NA
"1111","TSL",NA,NA,"77608598",NA
"1112","TSL",NA,NA,"24015331",NA
"1113","TSL",NA,NA,"65993093",NA
"1114","TSL",NA,NA,"11499389",NA
"1115","TSL",NA,NA,"36520669",NA
"1116","TSL",NA,NA,"92435092",NA
"1117","TSL",NA,NA,"58219002",NA
"1118","TSL",NA,NA,"97291501",NA
"1119","TSL",NA,NA,"04817377",NA
"1120","TSL",NA,NA,"87900466",NA
"1121","TSL",NA,NA,"93366990",NA
"1122","TSL",NA,NA,"40120665",NA
"1123","TSL",NA,NA,"21482180",NA
"1124","TSL",NA,NA,"15692782",NA
"1125","TSL",NA,NA,"45421659",NA
"1126","TSL",NA,NA,"63292984",NA
"1127","TSL",NA,NA,"43162436",NA
"1128","TSL",NA,NA,"82969078",NA
"1129","TSL",NA,NA,"99834134",NA
"1130","TSL",NA,NA,"39549943",NA
"1131","TSL",NA,NA,"82886014",NA
"1132","TSL",NA,NA,"76178923",NA
"1133","TSL",NA,NA,"52534816",NA
"1134","TSL",NA,NA,"71374302",NA
"1135","TSL",NA,NA,"44693682",NA
"1136","TSL",NA,NA,"12394949",NA
"1137","TSL",NA,NA,"60720368",NA
"1138","TSL",NA,NA,"17626877",NA
"1139","TSL",NA,NA,"22930630",NA
"1140","TSL",NA,NA,"42833000",NA
"1141","TSL",NA,NA,"93282829",NA
"1142","TSL",NA,NA,"06584649",NA
"1143","TSL",NA,NA,"95457404",NA
"1144","TSL",NA,NA,"24366546",NA
"1145","TSL",NA,NA,"42734191",NA
"1146","TSL",NA,NA,"42858350",NA
"1147","TSL",NA,NA,"95922415",NA
"1148","TSL",NA,NA,"87307251",NA
"1149","TSL",NA,NA,"66787248",NA
"1150","TSL",NA,NA,"75949379",NA
"1151","TSL",NA,NA,"44201857",NA
"1152","TSL",NA,NA,"78054809",NA
"1153","TSL",NA,NA,"18535451",NA
"1154","TSL",NA,NA,"47144631",NA
"1155","TSL",NA,NA,"57838093",NA
"1156","TSL",NA,NA,"50251933",NA
"1157","TSL",NA,NA,"55279579",NA
"1158","TSL",NA,NA,"55617819",NA
"1159","TSL",NA,NA,"63294681",NA
"1160","TSL",NA,NA,"39251349",NA
"1161","TSL",NA,NA,"43313613",NA
"1162","TSL",NA,NA,"93530270",NA
"1163","TSL",NA,NA,"47011080",NA
"1164","TSL",NA,NA,"81876621",NA
"1165","TSL",NA,NA,"76053086",NA
"1166","TSL",NA,NA,"38753421",NA
"1167","TSL",NA,NA,"42609749",NA
"1168","TSL",NA,NA,"59018894",NA
"1169","TSL",NA,NA,"26469777",NA
"1170","TSL",NA,NA,"70187663",NA
"1171","TSL",NA,NA,"07257212",NA
"1172","TSL",NA,NA,"02249894",NA
"1173","TSL",NA,NA,"91135764",NA
"1174","TSL",NA,NA,"58919221",NA
"1175","TSL",NA,NA,"75524925",NA
"1176","TSL",NA,NA,"22365628",NA
"1177","TSL",NA,NA,"24818284",NA
"1178","TSL",NA,NA,"07647206",NA
"1179","TSL",NA,NA,"50808516",NA
"1180","TSL",NA,NA,"96369981",NA
"1181","TSL",NA,NA,"14430390",NA
"1182","TSL",NA,NA,"56123425",NA
"1183","TSL",NA,NA,"09717563",NA
"1184","TSL",NA,NA,"20595327",NA
"1185","TSL",NA,NA,"21307167",NA
"1186","TSL",NA,NA,"79188972",NA
"1187","TSL",NA,NA,"30555693",NA
"1188","TSL",NA,NA,"72894421",NA
"1189","TSL",NA,NA,"77964782",NA
"1190","TSL",NA,NA,"14792336",NA
"1191","TSL",NA,NA,"16666879",NA
"1192","TSL",NA,NA,"97696557",NA
"1193","TSL",NA,NA,"61985806",NA
"1194","TSL",NA,NA,"16152594",NA
"1195","TSL",NA,NA,"32850674",NA
"1196","TSL",NA,NA,"90964305",NA
"1197","TSL",NA,NA,"58307684",NA
"1198","TSL",NA,NA,"58058953",NA
"1199","TSL",NA,NA,"72650393",NA
"1200","TSL",NA,NA,"53423118",NA
"1201","TSL",NA,NA,"75088040",NA
"1202","TSL",NA,NA,"41258741",NA
"1203","TSL",NA,NA,"58327895",NA
"1204","TSL",NA,NA,"33285869",NA
"1205","TSL",NA,NA,"95232140",NA
"1206","TSL",NA,NA,"94759882",NA
"1207","TSL",NA,NA,"76088868",NA
"1208","TSL",NA,NA,"04571186",NA
"1209","TSL",NA,NA,"66666115",NA
"1210","TSL",NA,NA,"15783627",NA
"1211","TSL",NA,NA,"58985177",NA
"1212","TSL",NA,NA,"48508528",NA
"1213","TSL",NA,NA,"37899806",NA
"1214","TSL",NA,NA,"08026701",NA
"1215","TSL",NA,NA,"04643536",NA
"1216","TSL",NA,NA,"58726376",NA
"1217","TSL",NA,NA,"06715952",NA
"1218","TSL",NA,NA,"59689420",NA
"1219","TSL",NA,NA,"91278865",NA
"1220","TSL",NA,NA,"63188105",NA
"1221","TSL",NA,NA,"46399691",NA
"1222","TSL",NA,NA,"01164724",NA
"1223","TSL",NA,NA,"86338182",NA
"1224","TSL",NA,NA,"81527265",NA
"1225","TSL",NA,NA,"98290017",NA
"1226","TSL",NA,NA,"73942381",NA
"1227","TSL",NA,NA,"18271707",NA
"1228","TSL",NA,NA,"86234771",NA
"1229","TSL",NA,NA,"59303770",NA
"1230","TSL",NA,NA,"62248851",NA
"1231","TSL",NA,NA,"84461070",NA
"1232","TSL",NA,NA,"38236533",NA
"1233","TSL",NA,NA,"01393485",NA
"1234","TSL",NA,NA,"50043509",NA
"1235","TSL",NA,NA,"45828810",NA
"1236","TSL",NA,NA,"94956501",NA
"1237","TSL",NA,NA,"24652600",NA
"1238","TSL",NA,NA,"59871330",NA
"1239","TSL",NA,NA,"54720526",NA
"1240","TSL",NA,NA,"18318910",NA
"1241","TSL",NA,NA,"81768474",NA
"1242","TSL",NA,NA,"97744788",NA
"1243","TSL",NA,NA,"77076682",NA
"1244","TSL",NA,NA,"50025458",NA
"1245","TSL",NA,NA,"53545173",NA
"1246","TSL",NA,NA,"80510414",NA
"1247","TSL",NA,NA,"76746648",NA
"1248","TSL",NA,NA,"30400646",NA
"1249","TSL",NA,NA,"72083933",NA
"1250","TSL",NA,NA,"42784925",NA
"1251","TSL",NA,NA,"17231342",NA
"1252","TSL",NA,NA,"12293591",NA
"1253","TSL",NA,NA,"86149043",NA
"1254","TSL",NA,NA,"60429877",NA
"1255","TSL",NA,NA,"41399979",NA
"1256","TSL",NA,NA,"58990211",NA
"1257","TSL",NA,NA,"31209487",NA
"1258","TSL",NA,NA,"40859380",NA
"1259","TSL",NA,NA,"65198669",NA
"1260","TSL",NA,NA,"39202390",NA
"1261","TSL",NA,NA,"39097997",NA
"1262","TSL",NA,NA,"96308410",NA
"1263","TSL",NA,NA,"23346101",NA
"1264","TSL",NA,NA,"13697866",NA
"1265","TSL",NA,NA,"21108225",NA
"1266","TSL",NA,NA,"99162970",NA
"1267","TSL",NA,NA,"10842734",NA
"1268","TSL",NA,NA,"89597873",NA
"1269","TSL",NA,NA,"54710131",NA
"1270","TSL",NA,NA,"07368934",NA
"1271","TSL",NA,NA,"86493633",NA
"1272","TSL",NA,NA,"00105282",NA
"1273","TSL",NA,NA,"29573687",NA
"1274","TSL",NA,NA,"97492462",NA
"1275","TSL",NA,NA,"61795030",NA
"1276","TSL",NA,NA,"94701110",NA
"1277","TSL",NA,NA,"99263507",NA
"1278","TSL",NA,NA,"27327863",NA
"1279","TSL",NA,NA,"21393290",NA
"1280","TSL",NA,NA,"80689546",NA
"1281","TSL",NA,NA,"05115740",NA
"1282","TSL",NA,NA,"76005317",NA
"1283","TSL",NA,NA,"29101096",NA
"1284","TSL",NA,NA,"57766255",NA
"1285","TSL",NA,NA,"38738218",NA
"1286","TSL",NA,NA,"69351526",NA
"1287","TSL",NA,NA,"97322400",NA
"1288","TSL",NA,NA,"41892795",NA
"1289","TSL",NA,NA,"83834896",NA
"1290","TSL",NA,NA,"79001571",NA
"1291","TSL",NA,NA,"74396392",NA
"1292","TSL",NA,NA,"63242751",NA
"1293","TSL",NA,NA,"66376440",NA
"1294","TSL",NA,NA,"71360171",NA
"1295","TSL",NA,NA,"54336572",NA
"1296","TSL",NA,NA,"33520821",NA
"1297","TSL",NA,NA,"88515423",NA
"1298","TSL",NA,NA,"60708834",NA
"1299","TSL",NA,NA,"04477719",NA
"1300","TSL",NA,NA,"95161737",NA
"1301","TSL",NA,NA,"98788525",NA
"1302","TSL",NA,NA,"27607746",NA
"1303","TSL",NA,NA,"42234054",NA
"1304","TSL",NA,NA,"68086202",NA
"1305","TSL",NA,NA,"63929070",NA
"1306","TSL",NA,NA,"88214790",NA
"1307","TSL",NA,NA,"18018263",NA
"1308","TSL",NA,NA,"05211700",NA
"1309","TSL",NA,NA,"15293491",NA
"1310","TSL",NA,NA,"42392688",NA
"1311","TSL",NA,NA,"15549659",NA
"1312","TSL",NA,NA,"41212177",NA
"1313","TSL",NA,NA,"13881318",NA
"1314","TSL",NA,NA,"81326399",NA
"1315","TSL",NA,NA,"30623889",NA
"1316","TSL",NA,NA,"14682130",NA
"1317","TSL",NA,NA,"70698934",NA
"1318","TSL",NA,NA,"49265609",NA
"1319","TSL",NA,NA,"94590120",NA
"1320","TSL",NA,NA,"65595124",NA
"1321","TSL",NA,NA,"66206737",NA
"1322","TSL",NA,NA,"66055614",NA
"1323","TSL",NA,NA,"20522593",NA
"1324","TSL",NA,NA,"76037095",NA
"1325","TSL",NA,NA,"98929412",NA
"1326","TSL",NA,NA,"28881297",NA
"1327","TSL",NA,NA,"08824578",NA
"1328","TSL",NA,NA,"01636976",NA
"1329","TSL",NA,NA,"93970110",NA
"1330","TSL",NA,NA,"57350640",NA
"1331","TSL",NA,NA,"47954566",NA
"1332","TSL",NA,NA,"68218484",NA
"1333","TSL",NA,NA,"73071175",NA
"1334","TSL",NA,NA,"33050027",NA
"1335","TSL",NA,NA,"71607841",NA
"1336","TSL",NA,NA,"03342261",NA
"1337","TSL",NA,NA,"19659406",NA
"1338","TSL",NA,NA,"77889718",NA
"1339","TSL",NA,NA,"67352556",NA
"1340","TSL",NA,NA,"80598733",NA
"1341","TSL",NA,NA,"34204238",NA
"1342","TSL",NA,NA,"47382877",NA
"1343","TSL",NA,NA,"35007433",NA
"1344","TSL",NA,NA,"27409121",NA
