from,to,type
67,1683,drove  on
67,1685,drove  on
67,1687,drove  on
67,1689,drove  on
67,1691,drove  on
68,1693,drove  on
68,1696,drove  on
68,1698,drove  on
68,1702,drove  on
68,1704,drove  on
68,1707,drove  on
68,1708,drove  on
68,1710,drove  on
68,1711,drove  on
68,1714,drove  on
69,1716,drove  on
69,1719,drove  on
69,1722,drove  on
69,1724,drove  on
69,1726,drove  on
69,1728,drove  on
69,1730,drove  on
69,1731,drove  on
69,1733,drove  on
69,1735,drove  on
70,1737,drove  on
70,1739,drove  on
70,1740,drove  on
70,1742,drove  on
70,1744,drove  on
70,1746,drove  on
70,1748,drove  on
70,1750,drove  on
70,1752,drove  on
70,1753,drove  on
71,1755,drove  on
71,1757,drove  on
71,1760,drove  on
71,1761,drove  on
71,1763,drove  on
71,1764,drove  on
71,1765,drove  on
71,1768,drove  on
71,1770,drove  on
71,1773,drove  on
72,1776,drove  on
72,1778,drove  on
72,1780,drove  on
72,1781,drove  on
72,1782,drove  on
72,1783,drove  on
72,1786,drove  on
72,1788,drove  on
72,1789,drove  on
72,1791,drove  on
73,1793,drove  on
73,1795,drove  on
73,1797,drove  on
73,1799,drove  on
73,1801,drove  on
73,1802,drove  on
73,1804,drove  on
73,1805,drove  on
73,1806,drove  on
73,1807,drove  on
74,1809,drove  on
74,1811,drove  on
74,1812,drove  on
74,1815,drove  on
74,1818,drove  on
74,1820,drove  on
74,1822,drove  on
74,1825,drove  on
74,1827,drove  on
74,1828,drove  on
75,1831,drove  on
75,1833,drove  on
75,1835,drove  on
75,1836,drove  on
75,1839,drove  on
75,1840,drove  on
75,1842,drove  on
75,1845,drove  on
75,1847,drove  on
75,1848,drove  on
76,1851,drove  on
76,1852,drove  on
76,1853,drove  on
76,1855,drove  on
76,1856,drove  on
76,1858,drove  on
76,1860,drove  on
76,1861,drove  on
76,1863,drove  on
76,1865,drove  on
77,1867,drove  on
77,1869,drove  on
77,1870,drove  on
77,1872,drove  on
77,1874,drove  on
77,1875,drove  on
77,1876,drove  on
77,1878,drove  on
77,1881,drove  on
77,1882,drove  on
78,1884,drove  on
78,1885,drove  on
78,1887,drove  on
78,1889,drove  on
78,1891,drove  on
78,1892,drove  on
78,1894,drove  on
78,1896,drove  on
78,1897,drove  on
78,1899,drove  on
79,1902,drove  on
79,1905,drove  on
79,1906,drove  on
79,1907,drove  on
79,1909,drove  on
79,1910,drove  on
79,1911,drove  on
79,1912,drove  on
79,1913,drove  on
79,1914,drove  on
80,1916,drove  on
80,1918,drove  on
80,1919,drove  on
80,1922,drove  on
80,1923,drove  on
80,1925,drove  on
80,1927,drove  on
80,1929,drove  on
80,1931,drove  on
80,1932,drove  on
81,1933,drove  on
81,1934,drove  on
81,1935,drove  on
81,1936,drove  on
81,1939,drove  on
81,1940,drove  on
81,1943,drove  on
81,1945,drove  on
81,1947,drove  on
81,1948,drove  on
82,1949,drove  on
82,1950,drove  on
82,1952,drove  on
82,1954,drove  on
82,1955,drove  on
82,1956,drove  on
82,1958,drove  on
82,1960,drove  on
82,1963,drove  on
82,1964,drove  on
83,1965,drove  on
83,1967,drove  on
83,1970,drove  on
83,1973,drove  on
83,1975,drove  on
83,1978,drove  on
83,1981,drove  on
83,1982,drove  on
83,1984,drove  on
83,1986,drove  on
84,1988,drove  on
84,1991,drove  on
84,1992,drove  on
84,1996,drove  on
84,1997,drove  on
84,2000,drove  on
84,2003,drove  on
84,2005,drove  on
84,2007,drove  on
84,2009,drove  on
85,2010,drove  on
85,2012,drove  on
85,2014,drove  on
85,2017,drove  on
85,2019,drove  on
85,2022,drove  on
85,2024,drove  on
85,2026,drove  on
85,2028,drove  on
85,2031,drove  on
86,2033,drove  on
86,2035,drove  on
86,2039,drove  on
86,2041,drove  on
86,2042,drove  on
86,2045,drove  on
86,2047,drove  on
86,2050,drove  on
86,2052,drove  on
86,2054,drove  on
87,2056,drove  on
87,2058,drove  on
87,2060,drove  on
87,2062,drove  on
87,2063,drove  on
87,2065,drove  on
87,2067,drove  on
87,2068,drove  on
87,2069,drove  on
87,2070,drove  on
88,2073,drove  on
88,2076,drove  on
88,2080,drove  on
88,2082,drove  on
88,2084,drove  on
88,2086,drove  on
88,2087,drove  on
88,2089,drove  on
88,2093,drove  on
88,2095,drove  on
89,2098,drove  on
89,2099,drove  on
89,2101,drove  on
89,2102,drove  on
89,2105,drove  on
89,2107,drove  on
89,2110,drove  on
89,2112,drove  on
89,2113,drove  on
89,2115,drove  on
90,2117,drove  on
90,2118,drove  on
90,2121,drove  on
90,2123,drove  on
90,2125,drove  on
90,2129,drove  on
90,2131,drove  on
90,2133,drove  on
90,2136,drove  on
90,2139,drove  on
91,2141,drove  on
91,2143,drove  on
91,2145,drove  on
91,2147,drove  on
91,2149,drove  on
91,2152,drove  on
91,2154,drove  on
91,2155,drove  on
91,2158,drove  on
91,2162,drove  on
92,2165,drove  on
92,2168,drove  on
92,2170,drove  on
92,2172,drove  on
92,2174,drove  on
92,2175,drove  on
92,2176,drove  on
92,2177,drove  on
92,2179,drove  on
92,2180,drove  on
93,2181,drove  on
93,2184,drove  on
93,2187,drove  on
93,2190,drove  on
93,2193,drove  on
93,2194,drove  on
93,2196,drove  on
93,2198,drove  on
93,2200,drove  on
93,2201,drove  on
94,2202,drove  on
94,2203,drove  on
94,2204,drove  on
94,2208,drove  on
94,2210,drove  on
94,2212,drove  on
94,2213,drove  on
94,2215,drove  on
94,2217,drove  on
94,2218,drove  on
95,2220,drove  on
95,2223,drove  on
95,2226,drove  on
95,2228,drove  on
95,2229,drove  on
95,2230,drove  on
95,2233,drove  on
95,2235,drove  on
95,2238,drove  on
95,2241,drove  on
96,2242,drove  on
96,2245,drove  on
96,2248,drove  on
96,2251,drove  on
96,2252,drove  on
96,2254,drove  on
96,2256,drove  on
96,2257,drove  on
96,2259,drove  on
96,2260,drove  on
97,2262,drove  on
97,2263,drove  on
97,2265,drove  on
97,2268,drove  on
97,2269,drove  on
97,2273,drove  on
97,2275,drove  on
97,2277,drove  on
97,2279,drove  on
97,2281,drove  on
98,2282,drove  on
98,2284,drove  on
98,2287,drove  on
98,2290,drove  on
98,2292,drove  on
98,2294,drove  on
98,2296,drove  on
98,2298,drove  on
98,2300,drove  on
98,2302,drove  on
99,2303,drove  on
99,2305,drove  on
99,2307,drove  on
99,2309,drove  on
99,2310,drove  on
99,2311,drove  on
99,2314,drove  on
99,2316,drove  on
99,2318,drove  on
99,2321,drove  on
100,2322,drove  on
100,2323,drove  on
100,2324,drove  on
100,2325,drove  on
100,2329,drove  on
100,2330,drove  on
100,2331,drove  on
100,2333,drove  on
100,2335,drove  on
100,2338,drove  on
101,2339,drove  on
101,2342,drove  on
101,2344,drove  on
101,2345,drove  on
101,2348,drove  on
101,2349,drove  on
101,2351,drove  on
101,2354,drove  on
101,2355,drove  on
101,2358,drove  on
102,2360,drove  on
102,2362,drove  on
102,2364,drove  on
102,2365,drove  on
102,2366,drove  on
102,2368,drove  on
102,2370,drove  on
102,2372,drove  on
102,2374,drove  on
102,2377,drove  on
103,2379,drove  on
103,2380,drove  on
103,2382,drove  on
103,2385,drove  on
103,2386,drove  on
103,2388,drove  on
103,2390,drove  on
103,2392,drove  on
103,2395,drove  on
103,2398,drove  on
104,2401,drove  on
104,2403,drove  on
104,2404,drove  on
104,2405,drove  on
104,2409,drove  on
104,2412,drove  on
104,2414,drove  on
104,2416,drove  on
104,2420,drove  on
104,2421,drove  on
105,2424,drove  on
105,2427,drove  on
105,2431,drove  on
105,2433,drove  on
105,2436,drove  on
105,2439,drove  on
105,2440,drove  on
105,2442,drove  on
105,2444,drove  on
105,2446,drove  on
106,2448,drove  on
106,2451,drove  on
106,2454,drove  on
106,2456,drove  on
106,2458,drove  on
106,2461,drove  on
106,2463,drove  on
106,2465,drove  on
106,2469,drove  on
106,2472,drove  on
107,2475,drove  on
107,2476,drove  on
107,2477,drove  on
107,2478,drove  on
107,2479,drove  on
107,2480,drove  on
107,2482,drove  on
107,2484,drove  on
107,2487,drove  on
107,2490,drove  on
108,2493,drove  on
108,2496,drove  on
108,2498,drove  on
108,2501,drove  on
108,2503,drove  on
108,2505,drove  on
108,2507,drove  on
108,2509,drove  on
108,2512,drove  on
108,2513,drove  on
109,2515,drove  on
109,2518,drove  on
109,2519,drove  on
109,2520,drove  on
109,2522,drove  on
109,2525,drove  on
109,2527,drove  on
109,2530,drove  on
109,2532,drove  on
109,2534,drove  on
110,2536,drove  on
110,2537,drove  on
110,2539,drove  on
110,2541,drove  on
110,2542,drove  on
110,2543,drove  on
110,2545,drove  on
110,2546,drove  on
110,2548,drove  on
110,2550,drove  on
111,2551,drove  on
111,2552,drove  on
111,2555,drove  on
111,2557,drove  on
111,2560,drove  on
111,2561,drove  on
111,2564,drove  on
111,2567,drove  on
111,2569,drove  on
111,2572,drove  on
112,2574,drove  on
112,2576,drove  on
112,2577,drove  on
112,2578,drove  on
112,2580,drove  on
112,2581,drove  on
112,2583,drove  on
112,2584,drove  on
112,2586,drove  on
112,2589,drove  on
113,2592,drove  on
113,2594,drove  on
113,2596,drove  on
113,2599,drove  on
113,2600,drove  on
113,2602,drove  on
113,2604,drove  on
113,2605,drove  on
113,2607,drove  on
113,2610,drove  on
114,2611,drove  on
114,2613,drove  on
114,2616,drove  on
114,2617,drove  on
114,2618,drove  on
114,2619,drove  on
114,2621,drove  on
114,2623,drove  on
114,2624,drove  on
114,2627,drove  on
115,2628,drove  on
115,2630,drove  on
115,2631,drove  on
115,2633,drove  on
115,2635,drove  on
115,2638,drove  on
115,2639,drove  on
115,2642,drove  on
115,2643,drove  on
115,2645,drove  on
116,2647,drove  on
116,2650,drove  on
116,2653,drove  on
116,2655,drove  on
116,2656,drove  on
116,2659,drove  on
116,2661,drove  on
116,2663,drove  on
116,2665,drove  on
116,2669,drove  on
117,2672,drove  on
117,2675,drove  on
117,2677,drove  on
117,2679,drove  on
117,2682,drove  on
117,2685,drove  on
117,2689,drove  on
117,2690,drove  on
117,2691,drove  on
117,2694,drove  on
118,2695,drove  on
118,2697,drove  on
118,2698,drove  on
118,2700,drove  on
118,2704,drove  on
118,2706,drove  on
118,2707,drove  on
118,2710,drove  on
118,2712,drove  on
118,2715,drove  on
119,2717,drove  on
119,2719,drove  on
119,2722,drove  on
119,2723,drove  on
119,2724,drove  on
119,2725,drove  on
119,2728,drove  on
119,2730,drove  on
119,2732,drove  on
119,2735,drove  on
120,2736,drove  on
120,2739,drove  on
120,2741,drove  on
120,2743,drove  on
120,2745,drove  on
120,2748,drove  on
120,2749,drove  on
120,2750,drove  on
120,2752,drove  on
120,2755,drove  on
121,2756,drove  on
121,2758,drove  on
121,2759,drove  on
121,2762,drove  on
121,2764,drove  on
121,2765,drove  on
121,2766,drove  on
121,2769,drove  on
121,2772,drove  on
121,2774,drove  on
122,2776,drove  on
122,2777,drove  on
122,2779,drove  on
122,2781,drove  on
122,2783,drove  on
122,2785,drove  on
122,2787,drove  on
122,2788,drove  on
122,2789,drove  on
122,2791,drove  on
123,2792,drove  on
123,2793,drove  on
123,2797,drove  on
123,2798,drove  on
123,2800,drove  on
123,2802,drove  on
123,2804,drove  on
123,2806,drove  on
123,2810,drove  on
123,2811,drove  on
124,2813,drove  on
124,2815,drove  on
124,2817,drove  on
124,2819,drove  on
124,2822,drove  on
124,2824,drove  on
124,2827,drove  on
124,2828,drove  on
124,2829,drove  on
124,2831,drove  on
125,2834,drove  on
125,2835,drove  on
125,2838,drove  on
125,2842,drove  on
125,2844,drove  on
125,2847,drove  on
125,2849,drove  on
125,2852,drove  on
125,2854,drove  on
125,2856,drove  on
126,2857,drove  on
126,2859,drove  on
126,2861,drove  on
126,2862,drove  on
126,2863,drove  on
126,2864,drove  on
126,2865,drove  on
126,2866,drove  on
126,2868,drove  on
126,2871,drove  on
127,2872,drove  on
127,2873,drove  on
127,2875,drove  on
127,2878,drove  on
127,2880,drove  on
127,2881,drove  on
127,2883,drove  on
127,2885,drove  on
127,2886,drove  on
127,2887,drove  on
128,2889,drove  on
128,2891,drove  on
128,2894,drove  on
128,2895,drove  on
128,2896,drove  on
128,2897,drove  on
128,2900,drove  on
128,2902,drove  on
128,2904,drove  on
128,2906,drove  on
129,2908,drove  on
129,2909,drove  on
129,2912,drove  on
129,2915,drove  on
129,2916,drove  on
129,2918,drove  on
129,2919,drove  on
129,2921,drove  on
129,2923,drove  on
129,2924,drove  on
130,2927,drove  on
130,2929,drove  on
130,2931,drove  on
130,2935,drove  on
130,2937,drove  on
130,2939,drove  on
130,2942,drove  on
130,2943,drove  on
130,2946,drove  on
130,2949,drove  on
131,2952,drove  on
131,2956,drove  on
131,2958,drove  on
131,2960,drove  on
131,2962,drove  on
131,2964,drove  on
131,2965,drove  on
131,2968,drove  on
131,2969,drove  on
131,2971,drove  on
132,2973,drove  on
132,2974,drove  on
132,2976,drove  on
132,2979,drove  on
132,2981,drove  on
132,2983,drove  on
132,2986,drove  on
132,2987,drove  on
132,2989,drove  on
132,2991,drove  on
133,2993,drove  on
133,2994,drove  on
133,2995,drove  on
133,2996,drove  on
133,2998,drove  on
133,2999,drove  on
133,3002,drove  on
133,3003,drove  on
133,3005,drove  on
133,3008,drove  on
134,3011,drove  on
134,3013,drove  on
134,3016,drove  on
134,3017,drove  on
134,3020,drove  on
134,3022,drove  on
134,3023,drove  on
134,3026,drove  on
134,3028,drove  on
134,3029,drove  on
135,3030,drove  on
135,3032,drove  on
135,3034,drove  on
135,3036,drove  on
135,3038,drove  on
135,3039,drove  on
135,3042,drove  on
135,3043,drove  on
135,3045,drove  on
135,3048,drove  on
136,3051,drove  on
136,3052,drove  on
136,3054,drove  on
136,3056,drove  on
136,3058,drove  on
136,3061,drove  on
136,3063,drove  on
136,3066,drove  on
136,3067,drove  on
136,3069,drove  on
137,3071,drove  on
137,3073,drove  on
137,3075,drove  on
137,3076,drove  on
137,3078,drove  on
137,3079,drove  on
137,3081,drove  on
137,3082,drove  on
137,3084,drove  on
137,3088,drove  on
138,3090,drove  on
138,3092,drove  on
138,3093,drove  on
138,3094,drove  on
138,3096,drove  on
138,3098,drove  on
138,3100,drove  on
138,3102,drove  on
138,3104,drove  on
138,3105,drove  on
139,3106,drove  on
139,3108,drove  on
139,3109,drove  on
139,3111,drove  on
139,3113,drove  on
139,3116,drove  on
139,3117,drove  on
139,3119,drove  on
139,3122,drove  on
139,3125,drove  on
140,3126,drove  on
140,3129,drove  on
140,3130,drove  on
140,3132,drove  on
140,3135,drove  on
140,3136,drove  on
140,3138,drove  on
140,3140,drove  on
140,3141,drove  on
140,3144,drove  on
141,3145,drove  on
141,3147,drove  on
141,3149,drove  on
141,3152,drove  on
141,3154,drove  on
141,3155,drove  on
141,3157,drove  on
141,3159,drove  on
141,3162,drove  on
141,3164,drove  on
142,3165,drove  on
142,3167,drove  on
142,3170,drove  on
142,3173,drove  on
142,3175,drove  on
142,3176,drove  on
142,3178,drove  on
142,3180,drove  on
142,3182,drove  on
142,3184,drove  on
143,3185,drove  on
143,3187,drove  on
143,3188,drove  on
143,3189,drove  on
143,3190,drove  on
143,3191,drove  on
143,3193,drove  on
143,3195,drove  on
143,3199,drove  on
143,3201,drove  on
144,3202,drove  on
144,3203,drove  on
144,3205,drove  on
144,3207,drove  on
144,3208,drove  on
144,3210,drove  on
144,3212,drove  on
144,3213,drove  on
144,3215,drove  on
144,3217,drove  on
145,3220,drove  on
145,3221,drove  on
145,3222,drove  on
145,3224,drove  on
145,3227,drove  on
145,3229,drove  on
145,3232,drove  on
145,3234,drove  on
145,3236,drove  on
145,3239,drove  on
146,3241,drove  on
146,3243,drove  on
146,3246,drove  on
146,3247,drove  on
146,3249,drove  on
146,3252,drove  on
146,3253,drove  on
146,3257,drove  on
146,3259,drove  on
146,3261,drove  on
147,3262,drove  on
147,3264,drove  on
147,3266,drove  on
147,3269,drove  on
147,3272,drove  on
147,3273,drove  on
147,3274,drove  on
147,3275,drove  on
147,3276,drove  on
147,3279,drove  on
148,3282,drove  on
148,3284,drove  on
148,3285,drove  on
148,3288,drove  on
148,3291,drove  on
148,3293,drove  on
148,3296,drove  on
148,3297,drove  on
148,3300,drove  on
148,3301,drove  on
149,3303,drove  on
149,3306,drove  on
149,3307,drove  on
149,3308,drove  on
149,3312,drove  on
149,3315,drove  on
149,3318,drove  on
149,3320,drove  on
149,3322,drove  on
149,3325,drove  on
150,3327,drove  on
150,3330,drove  on
150,3331,drove  on
150,3334,drove  on
150,3336,drove  on
150,3338,drove  on
150,3341,drove  on
150,3343,drove  on
150,3346,drove  on
150,3349,drove  on
151,3352,drove  on
151,3353,drove  on
151,3354,drove  on
151,3357,drove  on
151,3360,drove  on
151,3361,drove  on
151,3363,drove  on
151,3365,drove  on
151,3368,drove  on
151,3370,drove  on
152,3373,drove  on
152,3375,drove  on
152,3377,drove  on
152,3379,drove  on
152,3380,drove  on
152,3381,drove  on
152,3385,drove  on
152,3388,drove  on
152,3389,drove  on
152,3391,drove  on
153,3394,drove  on
153,3397,drove  on
153,3398,drove  on
153,3400,drove  on
153,3404,drove  on
153,3405,drove  on
153,3406,drove  on
153,3408,drove  on
153,3411,drove  on
153,3412,drove  on
154,3413,drove  on
154,3416,drove  on
154,3417,drove  on
154,3419,drove  on
154,3422,drove  on
154,3424,drove  on
154,3427,drove  on
154,3428,drove  on
154,3430,drove  on
154,3431,drove  on
155,3433,drove  on
155,3435,drove  on
155,3437,drove  on
155,3438,drove  on
155,3439,drove  on
155,3442,drove  on
155,3444,drove  on
155,3446,drove  on
155,3448,drove  on
155,3449,drove  on
156,3452,drove  on
156,3455,drove  on
156,3456,drove  on
156,3458,drove  on
156,3460,drove  on
156,3462,drove  on
156,3465,drove  on
156,3467,drove  on
156,3470,drove  on
156,3471,drove  on
157,3473,drove  on
157,3474,drove  on
157,3475,drove  on
157,3477,drove  on
157,3479,drove  on
157,3480,drove  on
157,3482,drove  on
157,3485,drove  on
157,3486,drove  on
157,3489,drove  on
158,3491,drove  on
158,3492,drove  on
158,3494,drove  on
158,3495,drove  on
158,3498,drove  on
158,3500,drove  on
158,3501,drove  on
158,3504,drove  on
158,3506,drove  on
158,3507,drove  on
159,3509,drove  on
159,3510,drove  on
159,3511,drove  on
159,3513,drove  on
159,3516,drove  on
159,3517,drove  on
159,3519,drove  on
159,3522,drove  on
159,3523,drove  on
159,3525,drove  on
160,3528,drove  on
160,3530,drove  on
160,3532,drove  on
160,3534,drove  on
160,3535,drove  on
160,3536,drove  on
160,3537,drove  on
160,3539,drove  on
160,3542,drove  on
160,3544,drove  on
161,3546,drove  on
161,3547,drove  on
161,3548,drove  on
161,3549,drove  on
161,3550,drove  on
161,3551,drove  on
161,3554,drove  on
161,3556,drove  on
161,3558,drove  on
161,3560,drove  on
162,3562,drove  on
162,3563,drove  on
162,3566,drove  on
162,3569,drove  on
162,3571,drove  on
162,3573,drove  on
162,3576,drove  on
162,3579,drove  on
162,3580,drove  on
162,3582,drove  on
163,3584,drove  on
163,3587,drove  on
163,3588,drove  on
163,3589,drove  on
163,3590,drove  on
163,3592,drove  on
163,3595,drove  on
163,3598,drove  on
163,3601,drove  on
163,3603,drove  on
164,3605,drove  on
164,3607,drove  on
164,3609,drove  on
164,3611,drove  on
164,3613,drove  on
164,3616,drove  on
164,3617,drove  on
164,3619,drove  on
164,3621,drove  on
164,3624,drove  on
165,3627,drove  on
165,3629,drove  on
165,3631,drove  on
165,3634,drove  on
165,3635,drove  on
165,3636,drove  on
165,3639,drove  on
165,3641,drove  on
165,3643,drove  on
165,3644,drove  on
166,3645,drove  on
166,3648,drove  on
166,3651,drove  on
166,3654,drove  on
166,3657,drove  on
166,3659,drove  on
166,3661,drove  on
166,3662,drove  on
166,3664,drove  on
166,3666,drove  on
167,3667,drove  on
167,3670,drove  on
167,3671,drove  on
167,3673,drove  on
167,3674,drove  on
167,3676,drove  on
167,3678,drove  on
167,3680,drove  on
167,3682,drove  on
167,3683,drove  on
168,3685,drove  on
168,3687,drove  on
168,3690,drove  on
168,3692,drove  on
168,3694,drove  on
168,3695,drove  on
168,3697,drove  on
168,3699,drove  on
168,3700,drove  on
168,3702,drove  on
169,3703,drove  on
169,3704,drove  on
169,3705,drove  on
169,3707,drove  on
169,3708,drove  on
169,3709,drove  on
169,3712,drove  on
169,3713,drove  on
169,3715,drove  on
169,3718,drove  on
170,3719,drove  on
170,3721,drove  on
170,3723,drove  on
170,3724,drove  on
170,3725,drove  on
170,3727,drove  on
170,3730,drove  on
170,3731,drove  on
170,3732,drove  on
170,3734,drove  on
171,3736,drove  on
171,3738,drove  on
171,3740,drove  on
171,3741,drove  on
171,3744,drove  on
171,3745,drove  on
171,3747,drove  on
171,3749,drove  on
171,3750,drove  on
171,3753,drove  on
172,3756,drove  on
172,3758,drove  on
172,3760,drove  on
172,3762,drove  on
172,3764,drove  on
172,3766,drove  on
172,3768,drove  on
172,3770,drove  on
172,3772,drove  on
172,3775,drove  on
173,3777,drove  on
173,3780,drove  on
173,3782,drove  on
173,3784,drove  on
173,3786,drove  on
173,3789,drove  on
173,3790,drove  on
173,3791,drove  on
173,3792,drove  on
173,3795,drove  on
174,3797,drove  on
174,3800,drove  on
174,3802,drove  on
174,3804,drove  on
174,3805,drove  on
174,3807,drove  on
174,3810,drove  on
174,3811,drove  on
174,3813,drove  on
174,3814,drove  on
175,3815,drove  on
175,3817,drove  on
175,3820,drove  on
175,3821,drove  on
175,3823,drove  on
175,3826,drove  on
175,3828,drove  on
175,3830,drove  on
175,3833,drove  on
175,3834,drove  on
176,3835,drove  on
176,3837,drove  on
176,3838,drove  on
176,3840,drove  on
176,3841,drove  on
176,3842,drove  on
176,3845,drove  on
176,3847,drove  on
176,3849,drove  on
176,3851,drove  on
177,3852,drove  on
177,3853,drove  on
177,3854,drove  on
177,3857,drove  on
177,3860,drove  on
177,3862,drove  on
177,3864,drove  on
177,3865,drove  on
177,3866,drove  on
177,3867,drove  on
178,3868,drove  on
178,3871,drove  on
178,3872,drove  on
178,3873,drove  on
178,3876,drove  on
178,3879,drove  on
178,3882,drove  on
178,3884,drove  on
178,3886,drove  on
178,3887,drove  on
179,3889,drove  on
179,3891,drove  on
179,3893,drove  on
179,3895,drove  on
179,3898,drove  on
179,3899,drove  on
179,3902,drove  on
179,3904,drove  on
179,3907,drove  on
179,3909,drove  on
180,3910,drove  on
180,3911,drove  on
180,3914,drove  on
180,3916,drove  on
180,3918,drove  on
180,3919,drove  on
180,3921,drove  on
180,3924,drove  on
180,3925,drove  on
180,3927,drove  on
181,3928,drove  on
181,3929,drove  on
181,3931,drove  on
181,3934,drove  on
181,3936,drove  on
181,3938,drove  on
181,3940,drove  on
181,3942,drove  on
181,3944,drove  on
181,3946,drove  on
182,3949,drove  on
182,3951,drove  on
182,3954,drove  on
182,3956,drove  on
182,3959,drove  on
182,3961,drove  on
182,3963,drove  on
182,3966,drove  on
182,3968,drove  on
182,3971,drove  on
183,3972,drove  on
183,3973,drove  on
183,3975,drove  on
183,3976,drove  on
183,3977,drove  on
183,3979,drove  on
183,3981,drove  on
183,3982,drove  on
183,3983,drove  on
183,3984,drove  on
184,3986,drove  on
184,3988,drove  on
184,3990,drove  on
184,3991,drove  on
184,3992,drove  on
184,3994,drove  on
184,3996,drove  on
184,3999,drove  on
184,4000,drove  on
184,4001,drove  on
185,4002,drove  on
185,4004,drove  on
185,4005,drove  on
185,4007,drove  on
185,4008,drove  on
185,4011,drove  on
185,4013,drove  on
185,4016,drove  on
185,4017,drove  on
185,4018,drove  on
186,4021,drove  on
186,4022,drove  on
186,4024,drove  on
186,4025,drove  on
186,4026,drove  on
186,4028,drove  on
186,4030,drove  on
186,4031,drove  on
186,4033,drove  on
186,4034,drove  on
187,4035,drove  on
187,4036,drove  on
187,4038,drove  on
187,4040,drove  on
187,4041,drove  on
187,4043,drove  on
187,4044,drove  on
187,4046,drove  on
187,4048,drove  on
187,4050,drove  on
188,4051,drove  on
188,4052,drove  on
188,4053,drove  on
188,4055,drove  on
188,4057,drove  on
188,4060,drove  on
188,4062,drove  on
188,4064,drove  on
188,4065,drove  on
188,4067,drove  on
189,4070,drove  on
189,4073,drove  on
189,4074,drove  on
189,4076,drove  on
189,4077,drove  on
189,4078,drove  on
189,4079,drove  on
189,4080,drove  on
189,4081,drove  on
189,4083,drove  on
190,4085,drove  on
190,4086,drove  on
190,4088,drove  on
190,4090,drove  on
190,4092,drove  on
190,4094,drove  on
190,4097,drove  on
190,4099,drove  on
