"from","to","type"
734,21,"240_HISTORY"
735,31,"241_HISTORY"
736,34,"242_HISTORY"
737,39,"243_HISTORY"
738,7,"244_HISTORY"
739,23,"245_HISTORY"
740,45,"246_HISTORY"
741,41,"247_HISTORY"
742,6,"248_HISTORY"
743,44,"249_HISTORY"
744,24,"250_HISTORY"
